Name;Month;Star;Comment
Ural;10;1;Летела из Сочи 21 октября и 5й раз за все перелёты  только негативные эмоции от этой компании Уральские авиалинии ((((Билет у меня был не из дешёвых с ручной кладью! Вчера взяли за ручную кладь, как за богаж 2400 +доплата!!!! Перелёт в, спб 4ч-20 за перелет дали стокан воды, это просто не мыслимо!!!!! Если вы хотите чай, то нужно купить сэндвичи за 300р и тогда вас угостят!!!! А обед доплатить 400 это просто ужас какой то!!! Я, отдала около 7000т чтобы ещё и чай попить платно!!! 🤯🤯🤯.                  В общем отношение сами видите какое!!!! До этого летели с мужем сидели 5ч в задержке,так же голодные были ещё раньше залили богаж и все вещи, порвав при этом крепкую дорожную сумку..... Я, летаю разными компаниями и эта единственная с таким отношением!!!! 
Ural;10;1;"Авиакомпания триндец. Опустилась ниже некуда. Уже который раз задерживают рейс, на подголовниках отсутствуют гигиенические накидки.
Багаж объединять нельзя (было куплено 23 кг, но две сумки по 10 брать отказались, пришлось докупать за 2000 доп багаж).
Не хотел лететь ими, но по времени подошёл лишь рейс уралов"
Ural;10;1;Не за что содрали деньги за доп. богаж хотя перевеса даже очень большой не довес 
Ural;10;1;Ужасная авиакомпания. В самолёте подскользнулась и подаернула сильно ногу. Было много свободных мест, но борт проводники  не разрешили пересесть, хотя я просила со слезами на глазах, потому что нога очень пульсировала и её надо было вытянуть. Они сказали-ваша проблема.. Ещё и посмеялись. Я   была в полном шоке..  Этот рейс не забуду никогда.. Это был рейс спб-Сочи..  Я уже молчу, что рейс задержали на 4 часа. Самолёт был грязным, кормансыв в креслах х  отсутствуеют. 
Ural;10;5;Все без задержек, питание в самолёте вкупе с невероятно дешёвым билетом в Сочи оставили приятное впечатление.
Ural;10;1;"16.10.2022 перелёт Калининград - Санут-Петербург. 
Чемодан проходил в «мерную сетку» плотно. Обьявили что надо заплатить!
И таких как я оказалось половина самолёта.
Если даже влезал чемодан - промеряли сантиметром и уверяли что размер не тот!
На соседнем кресле оказались ребята, которые доплатили 1 т р за места с пространством для ног, но их посадили на обычные места!
Задержка рейса!!!
Самая отвратительная авиакомпания."
Ural;10;1;У них сотрудники очен плохо в Домодедово мне не отдали летать из за ручной клади сам себе они начальник их ни кто не будет проверить 3500 тысяч требует денег такой плохой компания во всех путями зарабатывать деньги 
Ural;10;1;Самое страшное в уральских авиалиниях, что тех поддержки нет. Лучше покупать через проверенного посредника. Т.К. напрямую если проблемы возникли не дозвониться , на письма не отвечают. Некоторые сотрудники авиакомпании пользуются этим и превышают полномочия. При посадке на рейс подошли сотрудники авиакомпании и сказали 3000 руб за детский горшок  или вы его выбрасываете, ребенок стал плакать. Горшок путешествовал с нами 3 года и не в какой авиакомпании не было вопросов даже. купленный в детском магазине, обычный пластмассовый. По прилёту написала случай в техподдержку и прикрепила факт списания, попросила разобраться в ситуации. Прошло две недели никто не позвонил и не написал. Теперь понятно почему в сотрудники авиакомпании компании могут так поступать т.к. им ничего за это не будет. Только если СМИ привлекать и давать огласки. 
Ural;10;1;Самая ужасная компания ! Летели с Санкт-Петербурга в Сочи 14.09.22 . Интересная ситуация вышла с багажом почему-то чемодан который куплен специально для ручной клади неожиданно не проходит следовательно нас отправляют платить за багаж 3500. В это же время девушка проходящая позже у которой явна не ручная кладь ее даже не проверяют и пропускают . После того как я сделала замечание девушке она просто пустыми и недовольными глазами посмотрела на меня и просто пропустила . Самое интересное в этой ситуации , что когда мы летели из Сочи в Питер этой же компанией у нас все прошло 😂Это называется самое настоящие отмывание денег . Места которые у них распределяет компьютер и не важно муж, жена , ребёнок вы будете сидеть в разных концах салона следовательно вам нужно купить места 😂 Первый раз столкнулась с тем , что перелёт составляющий в пять часов тебя не кормят , даже бутербродов нет только вода никакого сока или чая следовательно хочешь есть снова плати , покупай 😂 И очень грубый персонал вам только и «работать » в данной сфере . НЕ СОВЕТУЮ ЛЕТЕТЬ этой КОМПАНИЕЙ самая комфортная это конечно S7 . 
Ural;10;1;Отвратительные бортпроводницы, *** проверяющие ручную кладь прямо перед посадкой на самолет, вот перед дверью на улицу, на автобус. На 1 см превысила высота, при том, что из 3 ручных кладей взяли 1. Беременная женщина, маленький ребенок в коляске не являются для этих ... исключением, содрали 3500 рублей штраф за превышение. Заметьте 1 ручная кладь из 3 дозволенных и им всеравно, это просто ***. Никому не советую с ними связываться, иногда лучше чуть больше заплатить и сэкономить по итогу и деньги и нервы. Кстати вот чек, и там не указана ни фамилия ни за что оплата, возможно он просто себе в карман деньги переводит.
Ural;10;1;Все как всегда, лететь по расписанию это не для этой авиакомпании. Вылет 10.10.22 в 21.10 задержали на час (на момент написания отзыва, ведь задержать ещё больше для этой авиакомпании не проблема). Главное возмущение вызывает отсутствие коммуникации с клиентами, предупредить или прислать смс это не для них. А вот рассадить семью на разные места, ведь не купили места, это не проблема. Компания даже не пытается компенсировать нормальным отношением свой отвратительный сервис.
Ural;10;2;Летел из Сочи в Питер 8 октября в15 10 .Я инвалид по анкалоги попросил сидеть в месте с женой попросили деньги не стыдно?.у больных брать деньги денег нет ну тогда вам 26 место а жене 31.попросил в самолёте персонал отмахнулись как от мухи зделал видемость и забыли. Одно благодарю в туалет пустили на стоянке.знаете так и хочется сказать люди у вас ничего святого нет готовы даже воздухом торговать опомнитесь посмотрите вокруг куда мы все катимся.
Ural;10;1;"Максимально ужасная компания
Совершил 2 переплёта за 4 дня в этой компании, один рейс задержали на 2 часа, втрой рейс на 6 часов… 
В ручную кладь можно взять только 1 сумку, пришлось слёзно доказывать, что в одной сумке фотоаппарат со всей техникой, в другой ноутбук. "
Ural;10;1;Задержка на рейсе,причем и туда и обратно, и не только наш рейс(. Через три месяца на те же грабли..... Это просто уже не смешно, ребята, вы вообще где-нибудь когда-нибудь вылетаете вовремя????? 
Ural;10;3;Задержка рейса Спб- Сочи и обратно на 40 и 80 мин. Разделяют всех летящих вместе, даже мать и ребенка дошкольного возраста, если места не купили .
Ural;11;1;Самая конченная авиакомпания!!!
Ural;11;1;Отвратительная работы службы поддержки
Ural;11;1;Кошмар, нигде такого ещё не видела
Ural;11;1;Издевательство
Ural;11;1;Хуже не куда
Ural;11;1;Уральские авиалинии полная шняга! Никогда не пользуйтесь перелетами данной авиакомпанией!
Ural;11;1;Жуткая компания
Ural;11;1;Развод при регистрации
Ural;11;1;Онлайн-регистрация
Ural;11;1;Узаконили мошенничество
Ural;11;1;Отврат
Ural;11;1;Непрофессионализм сотрудников регистрации
Ural;11;1;Очередная задержка вылета
Ural;11;1;Промокод
Ural;11;1;возврат денег на неоказанные услуги
Ural;11;1;Не возвращают деньги за отмену брони билета
Ural;11;1;Обманывают пассажиров
Ural;11;5;Благодарность экипажу, особенно командиру корабля
Ural;11;1;Наглый шантаж и вымогательство!
Ural;11;1;И СНОВА РУЧНАЯ КЛАДЬ
Ural;11;1;🤡
Ural;11;5;Отличная авиакомпания, прекрасный полёт.
Ural;11;5;Прекрасный полёт
Ural;11;1;НИКОГДА БОЛЬШЕ НЕ КУПЛЮ БИЛЕТ UA
Ural;11;1;НИКОГДА БОЛЬШЕ
Ural;11;1;Вымогатели и самоуправство персонала в Калиниграде
Ural;11;1;"Обратились в службу поддержки, чтобы изменить пассажира в билете
1. До поддержки не дозвониться, если нажать на опции в фоновом режиме. Если ничего не нажимать, есть шанс дозвониться с 3 раза. 
2. С тремя из 5 операторов звонок сбросился, соответственно, все данные пришлось называть 5 раз. 
3. Операторы разговаривают грубо. 
4. Для изменения данных в билете должны были отправить ссылку на доплату. Ссылка, естественно, с первого раза не пришла, пришлось звонить снова. 
5. В итоге, ссылка приходит с задержкой 20 мин, оплатить нужно успеть за 24 мин. Оператор спокойно рекомендует «ну вы обновляйте постоянно страницу, чтобы успеть». 
При этом после звонка нет оценки консультации. У компании с поддержкой все явно не в порядке, и кажется, что никто не хочет это менять. Итого, еще не улетели, уже отвратительные эмоции от авиакомпании. Never ever again! "
Ural;11;1;Хуже авиакомпании просто нет! Даже победа на порядок лучше. Я часто летаю. И сколько раз бы не приходилось летать этой компанией, ПОСТОЯННЫЕ проблемы. Задержки это вообще у них в норме. Глючный сайт? Естественно. Информирование клиентов? Без комментариев. Состояние самолётов просто ужасное. Обходите стороной эту авиакомпанию!
Ural;11;2;Летали из СПБ в Ош. Лететь 5 часов в общей сложности, но мы летели - 13!!! 13 часов!!! Я была одна с годовалым ребенком. За 13 часов нас не кормили, только давали воду. А получилось так, т.к мы не могли сесть из-за плохой видимости, в итоге- мы стояли в аэропорту соседнего города, ждали когда видимость улучшится. Все это время (около 5-6 часов) мы сидели в самолете, чтобы не пришлось нас снова собирать по аэропорту.. то, что я была в шоке- ничего не сказать. Потом мы снова вылетели в Ош и нам сообщили «как мы подлетели- видимость сразу ухудшилась, топлива у нас хватит на 1,20 чтобы покружить в зоне ожидания или придется снова лететь в соседний город).. я думала, что мы уже не сядем…
Ural;11;1;Отвратительное отнашение к свои клиентам, самолёты некомфортные, бортпроводникам вообще пофиг на людей во время полета. На этой авиакомпании для себя поставили крест! 
Ural;11;1;Будьте бдительны!!! Стоимость негабаритной ручной клади в компании уральские авиалинии 3500. ( больше стоимости билета) Стоимость доп.  багажа 2000р. Пользуются тем что в ручной клади ценные вещи и сдать в багаж это будет дороже. Летаю постоянно! Поездки короткие, вещей с собой минимум. В ручной клади мягкая сумка которая входит даже в калибратор Победы. На рейсе 29 ноября мне предложили поместить сумку в калибратор, в который она поместилась т.к имеет мягкий корпус. Но не все так просто! На калибраторе написано, что должно помещаться свободно, и милая девушка сообщила что калибратор при моих манипуляциях двигаться не должен.  И нужно доплатить, при не оплате на посадке штраф, тк моя сумка на полку не поместиться. Но когда я доплачу все будет очень хорошо.Ок! Багаж мой забрали и выписали направление на оплату, на вопрос сколько стоит ответ короткий, НЕ ЗНАЮ! Иду на кассу, очередь, не довольные люди, степень недовольства это кипение. Выясняю причину, она у всех одна Ручная кладь, точнее ее несоответствие. Ну и вишенка на торте это пунктуальность данной авиа компании! Всем хорошего пути.
Ural;11;3;Часто летают со слоями и задержсками
Ural;11;1;Очень плохой авиакомпания уже устала ждать двое суток рейсов из Таджикистана в санкт-петербург
Ural;11;1;"Вылет из Питера. Рейс задержан на час. О посадке объявили за 10 минут, естественно не успели.
Задержка рейсов  - конёк Уральских авиалиний. Внимание к пассажирам - нулевое."
Ural;11;1;"ну за день 2жды летели Уральскими авиалиниями! летели из Омска и при оплате именно мест в самолёте представитель авиакомпании запросил на 400 рублей больше за каждое место, чем стоимость на оф. сайте т.е. 2400т.р., РОСПОТРЕБНАДЗОР должен обратить внимание на такие деяния! из аварийного выхода дует так ,что  нога отмерзла, а также капала конденсат с потолка!
не кормят не поят! вот такие впечатления!"
Ural;11;3;Был опыт возврата билетов в данной компании. Сказать что это проблема ничего не сказать. Если покупали на сайте странный метод заявки, после чего не присваивают номер обращения ничего не приходит на почту, принято или нет! После долгих общений называют номер обращения, возврат четко на 30 день. Если вы будите вовращать на другие реквизиты, внимание вы долдны послать оригинал письма в Екатеренбург!!! И это в наше цифровое время, короче все сделано что бы было не удобно и дольше делать возврат. И да все же по 450 рублей с билета снимаю, хотя об этом в тарифе не сказано!
Ural;11;1;Вернул билет, возврат денег ждал больше месяца. Сайт глючный, сбоит при возврате. Если бы не начал активно трезвонить в службу поддержки денег бы так и не увидел.
Ural;11;1;"В компании работают не компетентные люди. Во-первых, продают на кассе бронирование места, а при регистрации это место уже не твоё и садятся тебя куда попало за твои же деньги. Во-вторых, представитель на стойке регистрации ""решает проблему"", обещает место возле окна, а при посадке оказывается, что лететь тебе 8 часов по середине между людьми. Приятного полёта Уральскими авиалиниями!)"
Ural;11;1;"Докупил при онлайн-регистрации комфортное место. При посадке выяснилось, что такого места в данном самолете нет. Все извинялись (но удобного места не нашли) и обещали вернуть деньги через сайт. После 2 недели разных заявок и звонков очередная барышня из колл-центра объяснила, что для возврата нужно писать бумажное письмо в Екатеринбург?!?! Считаю, компанией ""Уральские авиалинии"" пользоваться нельзя."
Ural;11;1;Брал билеты. Говорили возврат 2к, оказалось 6к. Постараюсь избегать их
Ural;11;2;"Покупал пару лет назад билеты, рейсы отменили почти перед вылетом. Частые задержки. Ранее летал этой компанией, теперь не советую. Деньги чаще всего не возвращают при отмене рейса, либо с огромным трудом.
Несмотря на дешевизну рейсов, предпочту взять билеты дороже"
Ural;11;1;Вылетал из С-П 11.10. 22.  На регистрации  было шоу одной артистки ,Полковниковой Виктории ( она так представилась, бейджик отсутствовал). Заставляла пожилых людей ставить в калибратор сумки явно подходившие под допустимые габариты, но немного шире визуально... Т.к. сумки мягкие, то бабушки с трудом их впихивали в калибратор и с таким же трудом их вытаскивали, затем она царским соизволением разрешала их брать в ручную кладь,  что явно доставляло удовольствие Полковниковой от своей значимости, хотя она многим годилась даже не во внучки, а в правнучки... Когда я возмутился от её  поведения, она прекратила издевательства...И это на стойке регистрации УА. Люди, какое поколение выросло?  Как нам жить без уважения и милосердия?
Ural;11;5;"Тот редкий случай когда сервис перекрывает мелкие недочёты! 
 Успехов компании и сотрудникам!
С вами лететь очень приятно 👍"
Ural;11;1;Никому не советую воспользоваться услугами данной компании... Летаю часто и по всей стране. Ни разу не было, чтобы это компания, не задержала самолёт... По вынужденному возврату оплаченных билетов не придерживаются действующего законодательства. Ожидаем возврат по причине госпитализации уже более 45 дней. Ужасный сервис,на горячей линии бросают трубки. Ссылаются на несуществующие правила компании... Не рекомендую!
Ural;11;1;"вымогают деньги за ручной багаж стандартную сумку на рейсе сочи-москва, хотя на рейсе москва-сочи проблем никаких
почитал отзывы других компаний ни у кого такого беспредела нет
надеюсь вами займется прокуратура
"
Ural;11;2;Постоянные задержки рейса
Ural;11;5;Несколько раз летала Уральскими авиалиниями. Очень понравилось. Демократичные цены. На любом тарифе возможен возврат. С ручной кладью вообще замечательно.Размер адекватен. Чистота в салоне. А в этом году покормили даже. Дали сэндвич. Входил в стоимость билета. Летела в Сочи. Авиакомпанию рекомендую.
Ural;11;2;Не соблюдают договоров. Отсутствует клиентоониентированность.
Ural;11;3;Всегда с задержкой полчаса
Ural;11;4;Начитавшись  отзывов имея на руках билеты  сильно расстроилась.  Летели 5.10  из СПб в Адлер, обратно 16. 10. Регистрировались на сайте оба раза. Внимательно отнеслись к габаритам багажа, т.к. многие пишут что проверяют и возникают неприятные ситуации в плане оплаты багажа. Мой маленький чемоданчик четко проходил под габариты ручной клади, чемодан мужа был шире на 2 см. Подумали и переложили его вещи в спортивную сумку. Да, при вылете из С-Петербурга меня действительно попросили поместить чемодан в калибратор. Поместила. Калебратор четко соответствует заявленным на сайте габаритам. Да, они маловаты (габариты), у других компаний побольше, но четко обозначены и чтобы не было неприятностей надо следовать правилам.  Посадка, полет - все замечательно.  Милые, красивые стюардессы в красивой форме - все прекрасно. Обратно так же, но чемоданы не проверяли.  В салоне чисто.  Единственное что оставило осадочек - это то, что авиакомпания в обязательном порядке рассаживает семьи, как в Победе. Мы это знали, но это и правда  портит впечатление о компании, что очень жаль.  В зарубежных авиакомпаниях даже лоукостеры с ценой билета 20 евро такого не делают, им дороже комфорт людей и своя репутация. В пути из СПб предложили сэндвич, обратно не предложили даже воды.  В целом оценка 4+. Не рассаживали бы  - было бы 5. 
Ural;11;5;Приобрел билеты данной авиакомпании, а потом начитался отзывов и расстроился. Но слетали с семьёй в Сочи из Санкт-Петербурга и обратно 6 и 9 ноября, очень классная компания, все понравилось.
Ural;11;1;Заказала и оплатила горячее питание на борту. Оно предоставлено не было. От компании ни извинений, ничего. Найти форму для обратной связи на сайте - тот ещё квест. Никакого подтверждающего письма о том, что они хотя бы приняли в работу претензию. Прошло 3 недели с момента рейса. Сервис на высоте…
Ural;11;1;"Редко пишу отзывы. Но тут не могу сдержаться. Это просто БЕСПРЕДЕЛ. Купила возвратные билеты. Специально сидела, читала условия разных тарифов, убедившись, что возврат денежных средств в случае отказа от полета в полном объеме, купила. Вроде все ОК. И за неделю до вылета все-таки пришлось сдавать билеты, как чувствовала. Да вроде обычное это дело. Да, в нормальных компаниях - обычное. Не не в этой помойке. Я не буду тут описывать, как я 3 дня металась между сайтом и службой поддержки по телефону. Из запомнившегося: на сайте возврат оформить невозможно, выдает ошибку и комментарий ""обратитесь в службу поддержки"". В службе поддержки могут со слов оформить только отмену брони (при этом запросили истерическое количество цифр, номер билета, фио, номер бронирования, дату рождения, все паспортные данные и тд.), а потом еще через сайт нужно отправить заявление на возврат денег через форму обратной связи. В общем, придумано все ""максимально удобно для клиента"". Думаю, придумывали всей компанией. Одному столько бреда не придумать. Вроде все, приняли мое заявление. Ни отбивки, ни смс, ни в почту ни слова не пришло. По телефону добилась от них номер моей заявки. Сказали что возврат в течение 30 дней. Думаете все? Нееет! Через 2 недели звоню в контакт-центр выяснить, все ли в порядке. Милая девушка сообщает, что РАССМОТРЕНИЕ заявления у них в течение 30 дней и моя заявка еще даже не рассмотрена. И еще 20 РАБОЧИХ дней после этого на возврат денег. На этот момент уже оба полета прошли, даты, кстати, были сильно востребованы, то, что билеты перепродали - сомнений нет. В итоге ждать денег мне еще 1,5 месяца. Ну это в случае, если обещания выполнят....Раньше летала этой компанией пару раз. Но брала билет за несколько дней и только потому, что была низкая цена. И да, рейсы задерживали. Если брать сильно дешевле и готовы к задержкам - берите. Если планируете заранее - лучше 1-2 тысячи переплатите и возьмите нормальную компанию. (кстати, s7 при отмене рейса деньги в течение 5 дней возвращает без всяких заявлений). Не, ребят, к вам больше не ногой! Только в случае крайней необходимости... И то подумаю 150 раз!
P.S. В целях удержания репутационного рейтинга предлагаю вам увеличить срок возврата денег по возвратным билетам до 1 года, а лучше - до трех! Рейтингу на всех сайтах все равно падать уже некуда! Ничего не потеряете!"
Ural;11;1;"Два раза летал УА и оба раза вылет задерживался, вылет из Питера - 1,5 часа, из Калининграда- 40 минут. 

Ни пилоты, ни бортпроводники не смогли дать внятных объяснений происходящему. Никто не потрудился извиниться за неудобства. Это был первый и последний раз, когда я летал этой авиакомпанией."
Ural;11;1;Собиралась в отпуск СПб-Новосибирск и обратно с пересадкой в Москве. В день отлёта 5 августа 2021 получаю смс, что самолет из Питера задерживается на 3,5 часа. Звоню в авиакомпанию, интересуюсь, успею ли на пересадку в Москве, если самолет прилетает в 22:45, а в Новосиб он отправляется в 23:00? Получаю ответ, что самолет из Москвы улетает вовремя, поэтому на пересадку я не успею. Единственный вариант, который мне смогли предложить - это билеты на следующий день. Пришлось покупать билеты у другого перевозчика, переплатив в 2 раза. Деньги через месяц вернули за вычетом 30% от суммы
Ural;11;4;С тех пор, как разрешили бесплатно перевозить ручную кладь, багажное отделение переместилось в салон. Чемоданы, разъяренные пассажиры, беспомощные бортпррводники. Духота в салоне. Рейс был задержан и туда и обратно, причём смс оповещение не было. Из плюсов - возможность выбрать место и зарегистрироваться самостоятельно, вода, завтрак бесплатно.
Ural;11;2;"Даже комментировать не хочется. Девушки в аэропорту в Сочи ужасны,   хамки...Даже писать ничего не хочется. Удивительно как можно находить такой персонал для работы с пассажирами, кот.платят деньги и в ответ ....😡
Хочется сказать: зачем на работу ходите,  если людей не любите и не умеете с ними работать или не хотите."
Ural;11;1;Всем доброго дня, сегодня наблюдали картину в Храброво, перед нами на регистрации молодой паре попросили  их небольшой  чемоданчик поместить в калибратор, все поместилось, и а перед посадкой на борт, другая сотрудница  попросили еще раз контрольно поместить чемоданчик в калибратор и ей что то не понравилось.... В итоге с них взяли 3700!!! Вопросы что за система, сначала все норм( на стойке регистрации, а потом давайте мани... И самое интересное нас тоже попросили еще раз в калибратор поместить чемоданчик, у нас все ок, хотя чемоданчики почти одинаковые.... Рейс Калининград -Спб U6054  06.11. 
Ural;11;3;"  Летели в Калининград из Питера. Купили сандвичи и кофе при оплате билетов. 
В итоге нам не дали. При выходе из самолета уточнила у стюардессы, купила ли я ( так как были сомнения), выяснилось что да, у них не отразилось 🤷🏻‍♀️. 
В храброво очередь огромная на регистрацию. Пассажиры ругаются, за полчаса 5 человек зарегистрировали. Было всего 2 Дорожки. 
    На посадку задержка уде 10 минут. 
И ещё никого нет. Рейс U6 392. "
Ural;11;1;"Наживаются на клиентах. Штрафы за ручную кладь. Если за деньги не выбрал место, то точно мама и дочь (5 лет) окажутся в разных частях самолёта. Как и произошло сегодня. Летел из Сочи в Питер.Я получается должен был сидеть с чужим ребёнком. Конечно же мы поменялись. Пошёл на её место, а там парень просит меня поменяться местами с его женой. Ни чая, ни кофе, хотя в Сочи летел, давали и бутерброд даже был. Билет 9000!!!! Вы обалдели? Как вы относитесь к своим работникам, остаётся только догадываться! ;( позор российской авиации. "
Ural;11;1;Ели можно было поставить 0 я бы поставил 0, а не 1 балл ! Как говориться - я думал дно пробито, но тут снизу постучали Уральские авиалинии. Стоимость доплаты за среднее место, не у окна и не у прохода ! Среднее место 1000 рублей! Все занавес, первый и последний раз купил их билеты.
Ural;11;1;"Позорище, а не авиакомпания. Летела первый раз этим перевозчиков в октябре 2022 г. Спб-Сочи-Спб. Спасибо, что без задержек, и это единственный плюс, пожалуй. 
Специально рассадили по разным частям самолета трех человек, хотя просились вместе. В итоге со мной рядом было свободное место. Делается это для того, чтоб в след раз платили за выбор места. Принципиально платить не буду, да и в принципе выбирать эту авиакомпанию. 
Расстояние между креслами настолько маленькое, что полёт 4 часа оказался пыткой. 
Туда дали сэндвич и чай/воду. Обратно!!!!!Это просто позорище!!!!налили стакан воды и все!!!Боже, не налить просто элементарно чай, ну, это днище!!
К пилотам вопросов нет, очень мягкая посадка и весь полет в целом. "
Ural;11;1;"Худшая авиакомпания
Постоянные задержки рейсов у них в привычке"
Ural;11;1;16 октябрь рейсом U6-168 был осуществлён перелёт с Калининграда в Москву компанией Ural Airlines. При мне находилась ручная кладь размером 55•40•20, в зоне досмотра чемодан помещался в калибратор,  но молодой человек (с кассовым аппаратом), измерял чемодан рулеткой уже перед посадкой в самолёт и сообщил о том, что чемодан по габаритам не проходит (утверждая что ширина чемодана 21 см), в связи с чем меня не допускают на рейс пока я не оплачу негабаритную ручную кладь. Калибратор отличается в Калининграде от калибратора в Москве, соответсвенно в Калининграде чемодан проходил плохо, что якобы являлось доказательством негабаритной ручной клади! -3500 с карты! Отвратительное отношение и компании и сотрудников!
Ural;11;2;"02.11.2022 собирались с супругом в свадебное путешествие во Владикавказ из Москвы (Домодедово). Авиакомпания для регистрации на всё свои рейсы открыла несколько стоек, которых явно не хватало, и собралась огромная очередь. На фоне объявлений по селектору о просьбе соблюдения инфекционной безопасности намеренное создание очереди выглядело особенно смешно.
Зарегистрировавшись, мы отошли перекусить, после чего направились на посадку. Опять были очереди на контроле. По итогу, к воротам мы подошли за 10 минут до вылета, женщина неопрятного вида сообщила нам, что регистрацию нашу она отменила, ибо посадка закончилась. Автобус, отводящий пассажиров от ворот к трапу, ещё стоял возле ворот. Сотруднице мы сообщили, что у нас свадебное путешествие, короткий отпуск. Однако ничего не поменялось. 
За 3 минуты до вылета мы добежали до представителей авиакомпании (через весь аэропорт) с просьбой задержать вылет и всё-таки посадить нас на рейс, но к нам не проявили участия. 
Спасибо авиакомпании за испорченный короткий отпуск и испорченное свадебное путешествие! !!! 

Рейс У6 1361. "
